year,km_driven,seats,max_power (in bph),Mileage,Engine (CC),Maruti,Hyundai,Honda,Toyota,Ford,Mahindra,Tata,Chevrolet,Renault,Volkswagen,Petrol,Diesel,CNG,LPG,Individual,Dealer,TrustmarkDealer,Manual,Automatic,FirstOwner,SecondOwner,ThirdOwner,Fourth&AboveOwner,TestDriveCar,selling_price
2012,100000,5,90.0,23.0,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,321000
2012,40000,5,74.0,22.3,1248,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,250000
2010,30000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,165000
2013,86000,5,74.0,22.9,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,430000
2018,60000,5,67.0,23.01,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,400000
2015,5000,5,67.04,20.51,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,430000
2017,30000,5,81.8,20.4,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,573000
2015,40000,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,210000
2019,15000,5,84.0,20.3,1199,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,550000
2008,120000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,95000
2009,90000,8,35.0,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,101000
2012,38000,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,244000
2013,90000,5,67.04,20.51,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,250000
2016,60000,5,83.1,21.4,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,660000
2012,156060,5,73.94,23.2,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,280000
2017,60000,5,126.2,19.67,1582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1050000
2017,70000,5,83.14,20.85,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,525000
2015,15000,5,47.3,22.74,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,241000
2015,20000,5,47.3,22.74,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,235000
2015,80000,5,98.59,22.77,1498,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,615000
2014,110000,5,64.1,20.8,1461,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,350000
2014,35000,5,67.04,20.51,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,350000
2014,35000,5,67.04,20.51,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,380000
2015,20000,5,68.05,19.81,1086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,360000
2016,15000,5,68.05,19.81,1086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,425000
2009,58000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,120000
2015,43000,5,68.05,20.3,998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,204999
2013,60000,7,88.8,20.77,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,600000
2011,80000,5,126.32,22.32,1582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,300000
2015,14000,7,88.76,20.77,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,750000
2011,57000,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,160000
2015,60000,5,87.2,21.43,1364,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1050000
2010,120000,5,88.8,21.12,1248,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,150000
2015,25000,5,67.04,23.1,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,350000
2019,12000,7,72.0,20.0,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,580000
2010,110000,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,180000
2010,100000,5,90.0,21.9,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,270000
2011,90000,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,190000
2013,90000,5,67.04,23.59,1364,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,409999
2015,43000,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,270000
2017,80000,5,74.0,22.95,1248,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,280000
2012,60000,5,74.0,22.3,1248,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,130000
2014,18945,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,260000
2012,107825,5,90.0,21.9,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,320000
2020,15000,5,47.3,22.05,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,370000
2018,30000,5,88.76,21.19,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,750000
2019,10000,5,68.0,20.3,1086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,450000
2012,100000,7,88.76,20.77,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,400000
2013,60000,5,67.1,20.2,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,199000
2016,80000,5,88.73,21.19,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,540000
2011,85000,5,88.8,21.5,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,250000
2012,120000,5,126.32,22.32,1582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,450000
2019,15000,5,88.7,22.1,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1000000
2012,108000,5,74.0,23.4,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,415000
2011,90400,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,175000
2003,120000,5,58.0,20.8,1527,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,85000
2019,5000,5,81.8,21.21,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,675000
2016,50000,5,83.8,19.87,1461,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,535000
2019,5000,7,72.0,20.0,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,675000
2012,96000,7,88.8,20.77,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,425000
2017,63186,5,88.73,22.54,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,850000
2019,5000,5,83.1,21.4,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,675000
2010,91500,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,150000
2012,40000,5,103.6,20.54,1598,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,350000
2012,70000,5,73.94,23.2,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,300000
2013,120000,5,126.24,22.7,1582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,700000
2013,65000,5,76.9,22.1,1248,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,300000
2015,100000,5,88.73,22.54,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,650000
2015,80000,5,88.73,22.54,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,650000
2013,80000,5,73.9,22.07,1199,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,350000
2013,60000,5,67.1,20.92,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,240000
2014,50000,7,88.76,20.77,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,550000
2013,40000,5,67.04,20.51,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,350000
2012,81632,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,425000
2014,101504,5,89.84,22.7,1498,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,750000
2013,125531,5,98.59,22.77,1498,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,600000
2018,40000,5,108.5,21.5,1497,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,950000
2013,100000,5,73.94,23.2,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,409999
2000,206000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,108000
2017,40000,5,67.04,23.1,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,425000
2013,70000,5,68.05,19.81,1086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,310000
2017,105000,5,88.7,21.38,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1125000
2011,80000,5,73.9,22.07,1199,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,388000
2009,90000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,120000
2015,53000,5,47.3,22.74,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,270000
2019,10000,5,81.8,21.21,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,600000
2013,25000,5,67.1,20.92,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,215000
2015,74000,5,126.2,19.67,1582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,750000
2018,41779,5,81.8,21.21,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,795000
2018,15000,5,81.8,22.0,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,750000
2017,63309,5,126.2,19.67,1582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1150000
2016,35000,5,67.04,23.1,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,400000
2015,80000,5,74.0,22.1,1248,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,480000
2005,40000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,90000
2005,40000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,80000
2015,90000,5,73.94,23.2,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,350000
2012,25000,5,65.0,21.03,1461,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,350000
2016,40000,5,67.04,20.51,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,340000
2014,65000,5,78.9,20.36,1197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,300000
2014,15000,5,47.3,22.74,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,204999
2012,70000,5,65.0,20.8,1461,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,254999
2017,50000,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,280000
2011,80000,5,68.05,19.81,1086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,225000
2012,70000,5,65.0,21.03,1461,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,260000
2012,60000,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,280000
2014,106000,5,65.0,20.8,1461,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,350000
2013,27000,5,67.1,20.92,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,250000
2007,70000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,95000
2017,15000,5,81.8,22.0,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,610000
2015,30000,5,83.14,20.85,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,511000
2013,120000,5,84.8,21.64,1461,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,434999
2010,100000,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,210000
2017,50000,5,67.0,23.01,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,290000
2006,40000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,100000
2019,10000,5,61.7,21.94,1196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,450000
2014,89100,5,73.94,23.2,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,351000
2015,120000,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,225000
2011,50000,5,67.1,20.92,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,140000
2017,140000,5,61.7,21.94,1196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,370000
2015,126000,5,88.73,21.19,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,500000
2019,15000,5,81.86,20.14,1197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,570000
2009,120000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,120000
2011,210000,5,74.0,22.9,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,280000
2009,85000,5,73.9,21.1,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,180000
2009,40000,5,90.0,23.0,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,340000
2017,65000,5,67.04,20.51,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,400000
2005,70000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,95000
2017,65000,8,108.5,19.98,1461,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,880000
2019,25000,5,81.8,20.52,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,480000
2016,72113,7,98.6,21.9,1498,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,850000
2012,40000,5,70.0,23.57,1396,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,300000
2010,20000,5,85.8,21.1,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,220000
2014,80000,5,74.0,23.4,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,450000
2018,30000,5,88.76,21.19,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,800000
2011,69000,5,103.6,20.54,1598,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,375000
2004,113000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,60000
2012,100000,5,63.12,23.08,1461,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,300000
2012,110000,5,74.0,22.3,1248,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,150000
2015,90000,5,98.59,22.77,1498,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,600000
2011,100000,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,204999
2019,10000,5,81.8,21.21,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,610000
2014,110000,5,74.0,23.4,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,509999
2014,100000,5,74.0,23.4,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,511000
2014,91000,5,88.73,22.54,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,451000
2009,100000,5,78.9,20.36,1197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,170000
2013,120000,5,74.0,23.4,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,450000
2016,60000,5,47.3,22.74,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,305000
2016,60000,5,74.0,22.1,1248,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,250000
2012,104500,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,200000
2014,100000,5,74.0,22.9,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,509999
2014,50000,5,47.3,22.74,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,235000
2019,10000,5,81.8,21.21,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,585000
2018,10000,8,45.0,23.5,909,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,500000
2019,60000,5,61.7,21.94,1196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,450000
2013,70000,5,88.76,21.9,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,325000
2011,120000,5,103.6,20.54,1598,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,260000
2009,80000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,130000
2014,53000,5,78.9,20.36,1197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,275000
2013,100000,5,103.6,20.54,1598,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,330000
2012,98000,7,88.8,20.77,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,450000
2014,60000,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,250000
2010,80000,5,78.9,20.36,1197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,165000
2017,19723,5,84.0,20.3,1199,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,525000
2017,25471,5,90.0,21.9,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,675000
2016,74381,5,67.05,21.79,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,400000
2017,63982,5,89.84,22.7,1498,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,850000
2012,56000,5,78.9,20.36,1197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,270000
2019,19500,5,68.07,20.3,1086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,434999
2016,53000,5,88.73,22.54,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,575000
2017,5000,5,81.86,20.14,1197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,600000
2013,52380,5,67.04,23.59,1364,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,270000
2018,74250,7,74.96,21.0,1498,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,660000
2017,57247,5,81.8,20.89,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,490000
2010,120000,5,46.3,19.7,796,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,125000
2015,30000,5,67.04,20.51,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,335000
2012,70000,5,73.9,22.07,1199,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,229999
2017,40000,5,88.73,22.54,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,731000
2012,120000,5,126.32,22.32,1582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,395000
2014,50000,5,55.2,21.1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,220000
2013,100000,5,68.1,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,240000
2010,120000,5,90.0,23.0,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,215000
2012,90000,5,74.0,22.9,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,400000
2015,20000,4,37.48,21.9,624,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,250000
2019,10000,5,88.76,22.54,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,850000
2012,90000,5,67.1,20.92,998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,250000
2016,42323,5,88.76,21.19,1396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,651000
2018,20375,5,81.8,20.89,1197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,480000
2015,40200,7,74.96,21.0,1498,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,445000
2014,90000,7,88.8,20.77,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,560000
2013,48000,5,98.96,21.7,1498,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,475000
2017,28832,5,74.0,23.4,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,520000
2009,50000,5,68.05,19.81,1086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,229999
2011,60000,5,73.9,21.1,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,250000
2010,50000,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,144000
2014,38000,5,74.0,22.1,1248,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,260000
2015,120000,5,67.05,23.59,1364,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,475000
2011,103000,5,68.0,20.0,1399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,302000
2015,50000,7,88.76,20.77,1248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,700000
