median_income,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,LESS_THAN_1H_OCEAN,INLAND,NEAR_BAY,NEAR_OCEAN,ISLAND,median_house_value
1.9625,-123.75,40.11,35,2052,477.0,900,402,1,0,0,0,0,101500
2.1864,-123.78,40.05,17,2019,496.0,899,347,1,0,0,0,0,101900
1.8793,-115.52,33.12,38,1327,262.0,784,231,0,1,0,0,0,60800
2.163,-115.52,33.13,18,1109,283.0,1006,253,0,1,0,0,0,53400
2.101,-115.51,33.12,21,1024,218.0,890,232,0,1,0,0,0,46700
1.0,-115.46,33.19,33,1234,373.0,777,298,0,1,0,0,0,40000
1.6552,-115.51,33.24,32,1995,523.0,1069,410,0,1,0,0,0,43300
2.4511,-115.6,33.2,37,709,187.0,390,142,0,1,0,0,0,72500
2.9,-115.73,33.09,27,452,103.0,258,61,0,1,0,0,0,87500
2.0463,-115.62,33.04,17,1009,231.0,745,217,0,1,0,0,0,61200
2.2969,-115.62,33.04,20,1121,244.0,766,230,0,1,0,0,0,62000
3.3472,-115.6,33.04,31,314,61.0,152,56,0,1,0,0,0,91700
3.4038,-115.41,32.99,29,1141,220.0,684,194,0,1,0,0,0,107800
3.1979,-115.59,32.96,17,841,146.0,473,154,0,1,0,0,0,113500
1.4583,-115.52,32.98,32,1615,382.0,1307,345,0,1,0,0,0,58600
2.2054,-115.52,32.98,21,1302,327.0,1244,316,0,1,0,0,0,66400
1.7159,-115.53,32.99,25,2578,634.0,2082,565,0,1,0,0,0,62200
1.9088,-115.51,32.99,20,1402,287.0,1104,317,0,1,0,0,0,63700
1.5372,-115.54,32.99,23,1459,373.0,1148,388,0,1,0,0,0,69400
1.9464,-115.54,32.98,27,1513,395.0,1121,381,0,1,0,0,0,60600
4.3523,-115.54,32.99,17,1697,268.0,911,254,0,1,0,0,0,96000
3.2593,-115.55,32.98,24,2565,530.0,1447,473,0,1,0,0,0,80800
3.0091,-115.54,32.97,41,2429,454.0,1188,430,0,1,0,0,0,70800
2.4063,-115.53,32.97,35,1583,340.0,933,318,0,1,0,0,0,70700
5.4349,-115.55,32.98,33,2266,365.0,952,360,0,1,0,0,0,143000
3.8177,-115.56,32.96,21,2164,480.0,1164,421,0,1,0,0,0,107200
1.5217,-115.53,32.97,34,2231,545.0,1568,510,0,1,0,0,0,60300
1.975,-115.52,32.97,24,1617,366.0,1416,401,0,1,0,0,0,66400
1.9911,-115.52,32.97,10,1879,387.0,1376,337,0,1,0,0,0,67500
3.6528,-115.32,32.82,34,591,139.0,327,89,0,1,0,0,0,100000
6.2558,-115.39,32.76,16,1136,196.0,481,185,0,1,0,0,0,146300
3.3182,-115.4,32.86,19,1087,171.0,649,173,0,1,0,0,0,113800
2.3594,-115.37,32.81,23,1458,294.0,866,275,0,1,0,0,0,74300
1.9375,-115.37,32.82,14,1276,270.0,867,261,0,1,0,0,0,80900
3.5735,-115.37,32.82,30,1602,322.0,1130,335,0,1,0,0,0,71100
1.9939,-115.38,32.82,38,1892,394.0,1175,374,0,1,0,0,0,65800
1.8958,-115.38,32.81,35,1263,262.0,950,241,0,1,0,0,0,67500
1.7604,-115.37,32.81,32,741,191.0,623,169,0,1,0,0,0,68600
3.2396,-115.57,32.85,33,1365,269.0,825,250,0,1,0,0,0,62300
1.7411,-115.57,32.85,17,1039,256.0,728,246,0,1,0,0,0,63500
1.9531,-115.57,32.84,29,1207,301.0,804,288,0,1,0,0,0,61100
3.5282,-115.57,32.83,31,1494,289.0,959,284,0,1,0,0,0,67500
4.875,-115.59,32.85,20,1608,274.0,862,248,0,1,0,0,0,90800
4.1293,-115.6,32.87,3,1629,317.0,1005,312,0,1,0,0,0,83200
3.3583,-115.49,32.87,19,541,104.0,457,106,0,1,0,0,0,102800
3.1667,-115.64,32.8,23,1228,235.0,569,235,0,1,0,0,0,125000
2.1792,-115.69,32.79,18,1564,340.0,1161,343,0,1,0,0,0,55200
2.2083,-115.73,32.8,44,472,81.0,206,57,0,1,0,0,0,93800
2.0938,-115.72,32.75,16,348,99.0,123,54,0,1,0,0,0,87500
1.625,-115.64,32.75,19,377,69.0,198,55,0,1,0,0,0,112500
4.475,-115.58,32.81,5,805,143.0,458,143,0,1,0,0,0,96300
2.5664,-115.55,32.82,34,1540,316.0,1013,274,0,1,0,0,0,67500
3.6597,-115.58,32.81,10,1088,203.0,533,201,0,1,0,0,0,87500
1.7188,-115.57,32.8,17,1492,426.0,1595,428,0,1,0,0,0,69900
1.1853,-115.57,32.8,16,1307,359.0,961,327,0,1,0,0,0,72600
1.875,-115.57,32.8,16,2276,594.0,1184,513,0,1,0,0,0,93800
2.6172,-115.48,32.8,21,1260,246.0,805,239,0,1,0,0,0,88500
2.2417,-115.52,32.77,18,1715,337.0,1166,333,0,1,0,0,0,79200
1.735,-115.53,32.73,14,1527,325.0,1453,332,0,1,0,0,0,61200
2.3571,-115.52,32.73,17,1190,275.0,1113,258,0,1,0,0,0,63100
3.4107,-115.5,32.75,13,330,72.0,822,64,0,1,0,0,0,142500
2.1136,-115.55,32.8,23,666,142.0,580,160,0,1,0,0,0,61000
1.2083,-115.55,32.79,22,565,162.0,692,141,0,1,0,0,0,53600
1.6607,-115.54,32.79,30,752,194.0,733,186,0,1,0,0,0,56100
1.275,-115.54,32.79,23,1712,403.0,1370,377,0,1,0,0,0,60400
1.6351,-115.55,32.79,23,1004,221.0,697,201,0,1,0,0,0,59600
4.5714,-115.57,32.8,33,1192,213.0,1066,211,0,1,0,0,0,68600
2.1979,-115.56,32.8,25,1311,375.0,1193,351,0,1,0,0,0,63900
1.5987,-115.56,32.8,28,1672,416.0,1335,397,0,1,0,0,0,59400
1.3882,-115.56,32.8,15,1171,328.0,1024,298,0,1,0,0,0,69400
1.3373,-115.56,32.79,18,1178,438.0,1377,429,0,1,0,0,0,58300
3.2083,-115.56,32.78,34,2856,555.0,1627,522,0,1,0,0,0,76200
1.1707,-115.56,32.79,20,2372,835.0,2283,767,0,1,0,0,0,62500
1.6667,-115.57,32.79,50,1291,277.0,864,274,0,1,0,0,0,68100
3.0603,-115.56,32.78,46,2511,490.0,1583,469,0,1,0,0,0,70800
4.6154,-115.56,32.78,35,1185,202.0,615,191,0,1,0,0,0,86200
5.128,-115.57,32.78,25,2007,301.0,1135,332,0,1,0,0,0,99600
3.1597,-115.56,32.78,29,1568,283.0,848,245,0,1,0,0,0,76200
2.8025,-115.55,32.78,5,2652,606.0,1767,536,0,1,0,0,0,84300
5.7843,-115.58,32.78,5,2494,414.0,1416,421,0,1,0,0,0,110100
6.3814,-115.59,32.79,8,2183,307.0,1000,287,0,1,0,0,0,159900
1.6635,-115.58,32.79,14,1687,507.0,762,451,0,1,0,0,0,64400
3.6042,-115.57,32.79,34,1152,208.0,621,208,0,1,0,0,0,73600
4.0375,-115.57,32.78,29,2321,367.0,1173,360,0,1,0,0,0,86400
6.2715,-115.57,32.78,20,1534,235.0,871,222,0,1,0,0,0,97200
4.3021,-115.57,32.78,15,1413,279.0,803,277,0,1,0,0,0,87500
4.4821,-115.56,32.76,15,1278,217.0,653,185,0,1,0,0,0,140300
2.5769,-115.59,32.69,30,935,177.0,649,148,0,1,0,0,0,94400
1.899,-115.49,32.69,17,1960,389.0,1691,356,0,1,0,0,0,64000
1.6838,-115.4,32.7,19,583,113.0,531,134,0,1,0,0,0,95800
1.375,-115.49,32.67,25,2322,573.0,2185,602,0,1,0,0,0,70100
1.4828,-115.49,32.67,24,1266,275.0,1083,298,0,1,0,0,0,73100
2.3319,-115.48,32.68,15,3414,666.0,2097,622,0,1,0,0,0,91200
1.5931,-115.5,32.68,18,3631,913.0,3565,924,0,1,0,0,0,88400
2.1776,-115.5,32.67,35,2159,492.0,1694,475,0,1,0,0,0,75500
1.1311,-115.49,32.67,29,1523,440.0,1302,393,0,1,0,0,0,84700
2.625,-115.51,32.68,11,2872,610.0,2644,581,0,1,0,0,0,72700
2.0625,-115.52,32.67,6,2804,581.0,2807,594,0,1,0,0,0,67700
1.7292,-116.05,33.33,17,290,94.0,135,57,0,1,0,0,0,81300
1.2639,-116.0,33.19,16,245,57.0,81,33,0,1,0,0,0,51300
4.0208,-115.88,32.93,15,208,49.0,51,20,0,1,0,0,0,32500
1.4338,-116.0,32.74,26,1134,280.0,329,158,0,1,0,0,0,43900
1.5417,-115.9,32.69,18,414,86.0,98,54,0,1,0,0,0,57500
2.8684,-116.01,33.41,20,1996,515.0,659,295,0,1,0,0,0,62800
2.0109,-115.99,33.4,15,1945,536.0,515,273,0,1,0,0,0,54300
2.7,-115.94,33.38,5,186,43.0,41,21,0,1,0,0,0,58800
1.4688,-115.98,33.32,8,240,46.0,63,24,0,1,0,0,0,53800
0.922,-115.91,33.36,15,459,95.0,160,73,0,1,0,0,0,67500
1.7857,-115.9,33.34,19,1210,248.0,329,155,0,1,0,0,0,62800
1.125,-115.96,33.3,27,322,81.0,112,57,0,1,0,0,0,54400
1.8958,-115.95,33.28,12,99,25.0,37,17,0,1,0,0,0,53800
5.3374,-115.8,33.26,2,96,18.0,30,16,0,1,0,0,0,47500
0.8964,-114.73,33.43,24,796,243.0,227,139,0,1,0,0,0,59200
3.1607,-114.98,33.07,18,1183,363.0,374,127,0,1,0,0,0,57500
1.7727,-115.73,33.36,19,749,238.0,476,169,0,1,0,0,0,50000
1.2132,-115.73,33.35,23,1586,448.0,338,182,0,1,0,0,0,30000
0.8571,-114.65,32.79,21,44,33.0,64,27,0,1,0,0,0,25000
1.275,-114.55,32.8,19,2570,820.0,1431,608,0,1,0,0,0,56100
0.8585,-114.63,32.76,15,1448,378.0,949,300,0,1,0,0,0,45000
1.2049,-114.66,32.74,17,1388,386.0,775,320,0,1,0,0,0,44000
2.1212,-118.18,37.35,16,3806,794.0,1501,714,0,1,0,0,0,108300
4.1576,-118.43,37.4,19,2460,405.0,1225,425,0,1,0,0,0,141500
3.2132,-118.6,37.39,19,2682,518.0,1134,399,0,1,0,0,0,166000
3.0817,-118.45,37.25,20,1468,283.0,721,270,0,1,0,0,0,118800
4.337,-118.45,37.37,26,3135,524.0,1385,523,0,1,0,0,0,139700
4.375,-118.42,37.35,21,3302,557.0,1413,520,0,1,0,0,0,180400
1.7388,-118.42,37.36,18,2281,520.0,1425,465,0,1,0,0,0,54400
1.9722,-118.4,37.36,34,2465,619.0,1172,575,0,1,0,0,0,116100
1.8325,-118.39,37.37,25,3295,824.0,1477,770,0,1,0,0,0,105800
2.3261,-118.39,37.36,38,1813,410.0,902,396,0,1,0,0,0,98400
2.75,-118.3,37.17,22,3480,673.0,1541,636,0,1,0,0,0,94500
1.7292,-117.9,36.95,19,99,26.0,51,22,0,1,0,0,0,137500
2.325,-118.31,36.94,35,2563,530.0,861,371,0,1,0,0,0,80600
2.0357,-118.05,36.64,34,2090,478.0,896,426,0,1,0,0,0,74200
2.2574,-118.18,36.63,23,2311,487.0,1019,384,0,1,0,0,0,104700
1.7868,-117.69,36.13,25,1709,439.0,632,292,0,1,0,0,0,45500
2.1,-117.02,36.4,19,619,239.0,490,164,0,1,0,0,0,14999
1.1471,-116.22,36.0,14,1372,386.0,436,213,0,1,0,0,0,32900
2.7583,-119.02,35.42,42,2271,458.0,1124,447,0,1,0,0,0,64900
2.5703,-119.03,35.42,45,1628,352.0,754,334,0,1,0,0,0,62400
2.6094,-119.03,35.42,38,2952,598.0,1491,568,0,1,0,0,0,67900
4.3162,-119.03,35.45,14,3520,604.0,1748,582,0,1,0,0,0,87100
3.0268,-119.05,35.44,5,2133,487.0,1182,438,0,1,0,0,0,77000
4.0125,-119.02,35.44,29,3415,631.0,1527,597,0,1,0,0,0,84400
3.1736,-119.02,35.43,39,2033,370.0,956,379,0,1,0,0,0,70700
2.2727,-119.02,35.42,40,1089,226.0,520,218,0,1,0,0,0,67200
1.8472,-119.02,35.42,36,2044,447.0,1021,374,0,1,0,0,0,57400
1.4598,-119.02,35.42,40,1912,439.0,1015,413,0,1,0,0,0,52600
1.6286,-119.03,35.42,42,1705,418.0,905,393,0,1,0,0,0,54600
1.7857,-119.03,35.41,41,1808,435.0,1005,373,0,1,0,0,0,54300
1.8403,-119.04,35.42,47,1691,402.0,913,358,0,1,0,0,0,54700
2.8393,-119.05,35.42,41,1992,421.0,1006,419,0,1,0,0,0,57000
2.325,-119.05,35.42,35,2353,483.0,1368,455,0,1,0,0,0,63200
2.0575,-119.02,35.41,21,2534,554.0,1297,517,0,1,0,0,0,67000
1.97,-119.02,35.41,41,2221,516.0,1106,473,0,1,0,0,0,51900
2.0331,-119.03,35.41,37,1761,443.0,911,365,0,1,0,0,0,53200
3.0625,-119.04,35.41,25,1577,310.0,844,309,0,1,0,0,0,69400
1.3222,-119.02,35.41,31,2348,701.0,1413,611,0,1,0,0,0,51400
2.1818,-119.03,35.4,35,2608,620.0,1566,583,0,1,0,0,0,63500
1.3587,-119.04,35.41,20,3268,833.0,1622,758,0,1,0,0,0,67500
5.5261,-119.08,35.42,10,4159,608.0,2089,591,0,1,0,0,0,132000
2.6812,-119.07,35.42,19,3889,832.0,1872,731,0,1,0,0,0,107600
5.6235,-119.09,35.41,12,3449,522.0,1754,551,0,1,0,0,0,130600
4.8571,-119.09,35.43,28,254,35.0,118,37,0,1,0,0,0,237500
3.8611,-119.05,35.4,18,1894,319.0,846,317,0,1,0,0,0,126400
5.575,-119.08,35.39,10,6435,1040.0,3242,1030,0,1,0,0,0,132200
1.7109,-119.01,35.4,11,8739,2190.0,4781,1919,0,1,0,0,0,44600
1.8289,-119.01,35.39,29,1820,459.0,1134,419,0,1,0,0,0,59400
1.4427,-119.01,35.38,36,790,224.0,426,208,0,1,0,0,0,50600
1.3527,-119.02,35.39,30,227,75.0,169,101,0,1,0,0,0,60000
4.0208,-118.99,35.4,43,2225,392.0,890,374,0,1,0,0,0,90400
3.5714,-118.99,35.4,48,1908,331.0,789,321,0,1,0,0,0,84600
4.3906,-119.0,35.4,44,2250,378.0,928,379,0,1,0,0,0,93900
3.7708,-119.0,35.39,42,2839,516.0,1203,487,0,1,0,0,0,79400
2.8295,-119.0,35.39,51,1373,284.0,648,300,0,1,0,0,0,72100
3.996,-118.97,35.41,36,1896,315.0,937,303,0,1,0,0,0,85500
3.1906,-118.97,35.4,34,1859,323.0,854,309,0,1,0,0,0,76200
2.8393,-118.98,35.4,34,813,171.0,440,170,0,1,0,0,0,69800
2.9821,-118.98,35.4,36,1443,273.0,680,259,0,1,0,0,0,73100
3.4205,-118.98,35.4,36,1864,331.0,1052,325,0,1,0,0,0,76600
3.875,-118.98,35.41,36,1482,266.0,640,274,0,1,0,0,0,94500
3.2325,-118.96,35.4,28,4667,875.0,2404,841,0,1,0,0,0,89000
2.947,-118.96,35.41,29,3548,729.0,1542,659,0,1,0,0,0,87100
3.6875,-118.95,35.4,23,4483,894.0,2136,883,0,1,0,0,0,101700
3.5524,-118.96,35.4,27,2473,400.0,1271,427,0,1,0,0,0,89100
3.1297,-118.96,35.39,23,5624,1148.0,2842,1042,0,1,0,0,0,79000
3.6734,-118.96,35.38,34,2047,347.0,888,352,0,1,0,0,0,92900
3.5938,-118.95,35.38,35,2220,388.0,906,373,0,1,0,0,0,95200
3.0568,-118.96,35.38,41,2417,435.0,973,406,0,1,0,0,0,85600
3.7533,-118.94,35.38,26,4800,831.0,2365,743,0,1,0,0,0,87000
3.725,-118.95,35.38,30,2594,478.0,1419,480,0,1,0,0,0,83100
3.8307,-118.92,35.38,33,3122,579.0,1733,545,0,1,0,0,0,70600
3.875,-118.95,35.41,21,3999,727.0,1889,688,0,1,0,0,0,99500
4.2214,-118.94,35.4,14,5548,941.0,2815,935,0,1,0,0,0,104600
5.4592,-118.94,35.39,27,3074,452.0,1223,452,0,1,0,0,0,139100
7.7751,-118.94,35.39,13,3137,417.0,1318,397,0,1,0,0,0,194100
3.0938,-118.9,35.41,6,4656,971.0,2320,935,0,1,0,0,0,100800
6.3639,-118.94,35.41,10,3216,526.0,1539,483,0,1,0,0,0,143000
2.569,-118.91,35.4,10,3587,774.0,1398,763,0,1,0,0,0,113000
3.5441,-118.87,35.37,14,2458,433.0,1352,411,0,1,0,0,0,87000
3.3462,-118.91,35.37,32,4121,755.0,2590,721,0,1,0,0,0,67600
2.1111,-118.88,35.34,20,1351,255.0,762,253,0,1,0,0,0,105300
2.4919,-118.92,35.37,17,3589,701.0,1746,640,0,1,0,0,0,75700
2.6903,-118.93,35.37,34,2412,446.0,1558,421,0,1,0,0,0,62800
2.0643,-118.94,35.37,33,3372,741.0,2352,704,0,1,0,0,0,57600
1.8523,-118.94,35.37,23,1106,252.0,790,230,0,1,0,0,0,59700
2.1588,-118.95,35.37,34,1672,359.0,1059,349,0,1,0,0,0,61300
2.875,-118.94,35.37,37,1667,362.0,971,335,0,1,0,0,0,57400
1.6728,-118.95,35.37,37,1475,327.0,946,295,0,1,0,0,0,55400
1.7467,-118.96,35.37,41,1463,339.0,1066,318,0,1,0,0,0,52400
1.365,-118.96,35.37,40,1603,374.0,1026,337,0,1,0,0,0,54300
2.774,-118.97,35.39,38,2121,433.0,1547,441,0,1,0,0,0,59500
1.625,-118.97,35.38,32,1361,363.0,1483,297,0,1,0,0,0,46800
1.0648,-118.98,35.38,39,1497,383.0,1182,355,0,1,0,0,0,50000
0.9951,-118.97,35.38,42,1185,358.0,1038,299,0,1,0,0,0,48000
1.8819,-118.97,35.37,41,2396,602.0,1781,543,0,1,0,0,0,58000
1.375,-118.97,35.38,35,1673,426.0,1041,413,0,1,0,0,0,57500
1.4024,-118.99,35.38,26,1317,374.0,1025,304,0,1,0,0,0,51000
1.3451,-118.99,35.38,30,1390,361.0,1116,298,0,1,0,0,0,57500
1.4146,-118.98,35.39,22,1812,457.0,1592,420,0,1,0,0,0,49100
1.4786,-118.98,35.38,24,1807,465.0,1460,410,0,1,0,0,0,54800
1.625,-118.98,35.38,34,1020,247.0,795,228,0,1,0,0,0,50800
0.8639,-118.98,35.38,28,1171,299.0,1193,273,0,1,0,0,0,49400
1.6009,-118.99,35.39,39,2228,542.0,1516,435,0,1,0,0,0,48800
1.8319,-118.99,35.39,36,1438,348.0,1054,341,0,1,0,0,0,55400
2.5083,-118.99,35.39,52,2805,573.0,1325,522,0,1,0,0,0,70100
1.1875,-118.98,35.39,29,607,177.0,476,143,0,1,0,0,0,50700
1.2618,-118.98,35.39,32,2620,682.0,2375,684,0,1,0,0,0,46900
2.2212,-119.0,35.37,41,303,78.0,216,80,0,1,0,0,0,55500
1.4773,-118.99,35.37,36,832,198.0,814,174,0,1,0,0,0,57400
1.7292,-118.99,35.37,38,918,220.0,743,222,0,1,0,0,0,58100
1.1638,-118.98,35.37,35,825,179.0,670,181,0,1,0,0,0,57900
1.4125,-118.97,35.37,52,425,119.0,380,97,0,1,0,0,0,42500
1.1944,-119.01,35.38,44,434,110.0,274,86,0,1,0,0,0,57500
1.075,-119.01,35.38,52,114,26.0,158,26,0,1,0,0,0,67500
1.9125,-119.01,35.37,35,120,35.0,477,41,0,1,0,0,0,47500
1.4779,-119.01,35.37,44,593,136.0,364,121,0,1,0,0,0,66000
0.8054,-119.02,35.38,52,90,35.0,36,31,0,1,0,0,0,60000
1.1875,-119.02,35.38,48,346,92.0,129,63,0,1,0,0,0,63800
2.0455,-119.02,35.39,52,191,52.0,106,49,0,1,0,0,0,72500
1.7321,-119.01,35.37,45,629,143.0,568,139,0,1,0,0,0,84400
3.0,-119.03,35.38,38,2122,394.0,843,410,0,1,0,0,0,91800
2.7312,-119.03,35.38,52,1695,290.0,540,260,0,1,0,0,0,147100
1.6786,-119.03,35.37,52,1503,367.0,554,277,0,1,0,0,0,126600
2.875,-119.04,35.37,44,1618,310.0,667,300,0,1,0,0,0,82700
2.9821,-119.03,35.39,28,4513,764.0,1593,763,0,1,0,0,0,118700
1.8362,-119.04,35.36,36,1942,414.0,1051,411,0,1,0,0,0,66900
3.6548,-119.05,35.36,30,4635,800.0,2307,754,0,1,0,0,0,84700
3.3261,-119.05,35.36,16,4507,1049.0,2261,959,0,1,0,0,0,118400
4.6705,-119.07,35.36,19,5254,894.0,2155,831,0,1,0,0,0,110700
4.5791,-119.08,35.36,12,6442,1116.0,2966,1092,0,1,0,0,0,123400
4.3482,-119.06,35.36,9,1228,234.0,409,212,0,1,0,0,0,95200
2.6513,-119.03,35.37,42,2508,483.0,1035,442,0,1,0,0,0,72300
3.9097,-119.03,35.36,41,1944,363.0,977,388,0,1,0,0,0,81300
3.0435,-119.04,35.36,40,1533,312.0,771,306,0,1,0,0,0,69500
2.1818,-119.04,35.37,46,1637,338.0,714,297,0,1,0,0,0,75300
1.7213,-119.02,35.37,44,2687,620.0,1521,549,0,1,0,0,0,61600
2.2827,-119.02,35.36,48,1833,396.0,947,363,0,1,0,0,0,70000
2.5062,-119.02,35.36,47,1631,340.0,847,315,0,1,0,0,0,73700
1.9671,-119.03,35.36,41,2551,594.0,1342,595,0,1,0,0,0,76800
1.8801,-119.01,35.37,38,1702,380.0,1191,366,0,1,0,0,0,57800
1.6797,-119.01,35.36,38,1838,388.0,1203,373,0,1,0,0,0,60700
1.2157,-119.01,35.36,36,2658,626.0,1490,529,0,1,0,0,0,57000
1.056,-119.01,35.36,24,1941,484.0,1277,435,0,1,0,0,0,51600
1.2469,-119.01,35.37,33,821,181.0,579,172,0,1,0,0,0,46700
0.9407,-119.0,35.36,40,850,227.0,764,186,0,1,0,0,0,43600
1.25,-119.0,35.36,39,896,217.0,805,197,0,1,0,0,0,42500
1.4015,-119.0,35.35,35,1164,277.0,992,284,0,1,0,0,0,48700
1.7375,-119.0,35.36,35,1021,280.0,1258,239,0,1,0,0,0,48600
0.9675,-118.98,35.37,36,1562,398.0,1223,329,0,1,0,0,0,47100
1.6981,-118.98,35.36,29,1244,266.0,933,227,0,1,0,0,0,49400
1.2617,-118.98,35.36,15,1482,338.0,1059,279,0,1,0,0,0,42700
1.1136,-118.99,35.36,18,1524,354.0,1210,344,0,1,0,0,0,47800
1.2232,-118.99,35.36,31,1498,359.0,1168,340,0,1,0,0,0,49300
3.1281,-118.94,35.36,19,2714,512.0,1823,500,0,1,0,0,0,76200
2.1078,-118.95,35.36,30,2294,508.0,1753,482,0,1,0,0,0,54700
1.9612,-118.96,35.37,32,1025,259.0,874,236,0,1,0,0,0,53400
2.4848,-118.96,35.36,35,2285,497.0,1738,480,0,1,0,0,0,54000
1.7197,-118.97,35.37,34,1379,333.0,1156,315,0,1,0,0,0,48900
1.5743,-118.97,35.36,31,1418,306.0,1219,312,0,1,0,0,0,46700
3.2738,-118.95,35.32,29,3480,608.0,2007,541,0,1,0,0,0,78700
1.7614,-118.98,35.35,21,496,131.0,511,124,0,1,0,0,0,33200
1.6632,-118.99,35.35,27,1615,355.0,1380,332,0,1,0,0,0,49800
1.6786,-118.99,35.33,36,1590,367.0,1311,390,0,1,0,0,0,52900
0.9288,-118.99,35.32,26,875,199.0,567,204,0,1,0,0,0,36600
2.2155,-119.0,35.35,31,2931,716.0,1969,588,0,1,0,0,0,62100
1.1786,-118.99,35.35,32,1293,317.0,1109,286,0,1,0,0,0,45600
2.1875,-119.01,35.35,34,1354,325.0,922,304,0,1,0,0,0,58000
3.0208,-119.01,35.34,44,1730,343.0,782,278,0,1,0,0,0,63700
1.983,-119.02,35.35,42,1239,251.0,776,272,0,1,0,0,0,63300
1.9125,-119.01,35.35,39,598,149.0,366,132,0,1,0,0,0,57900
2.2407,-119.02,35.35,38,1472,305.0,670,282,0,1,0,0,0,76000
2.3125,-119.02,35.34,38,1463,294.0,692,295,0,1,0,0,0,65800
2.7256,-119.03,35.34,36,3474,645.0,1679,616,0,1,0,0,0,71900
2.6875,-119.03,35.35,34,1441,294.0,695,275,0,1,0,0,0,73700
2.5644,-119.04,35.35,31,1607,336.0,817,307,0,1,0,0,0,73000
3.1753,-119.04,35.35,27,4590,897.0,2212,894,0,1,0,0,0,85000
2.575,-119.06,35.35,20,9351,2139.0,4584,1953,0,1,0,0,0,69900
2.6637,-119.05,35.34,14,3580,984.0,1933,912,0,1,0,0,0,175000
2.9438,-119.05,35.33,18,12707,2685.0,7009,2552,0,1,0,0,0,87200
4.0529,-119.05,35.34,17,2387,437.0,1204,423,0,1,0,0,0,106200
2.4123,-119.07,35.35,24,4119,865.0,1294,879,0,1,0,0,0,86200
4.8839,-119.07,35.34,16,4201,786.0,1667,724,0,1,0,0,0,134100
5.1036,-119.12,35.33,4,8574,1489.0,4250,1444,0,1,0,0,0,103400
4.0327,-119.1,35.35,5,4597,1071.0,1916,870,0,1,0,0,0,131000
10.5941,-119.08,35.34,18,4070,512.0,1580,540,0,1,0,0,0,245800
7.1837,-119.08,35.35,20,892,129.0,331,135,0,1,0,0,0,176300
8.5325,-119.09,35.35,14,2113,256.0,842,265,0,1,0,0,0,224100
5.4449,-119.08,35.34,16,1535,238.0,768,236,0,1,0,0,0,118500
4.1528,-119.08,35.34,15,1474,235.0,768,238,0,1,0,0,0,130100
6.759,-119.1,35.33,4,6640,898.0,3121,902,0,1,0,0,0,170300
5.0012,-119.08,35.32,8,11609,2141.0,5696,2100,0,1,0,0,0,106300
4.997,-119.09,35.33,9,7085,1148.0,3084,1052,0,1,0,0,0,142900
3.569,-119.06,35.32,15,3944,746.0,2355,757,0,1,0,0,0,70700
3.406,-119.07,35.33,13,9027,1901.0,4870,1797,0,1,0,0,0,100700
3.8117,-119.06,35.33,14,5264,1064.0,3278,1049,0,1,0,0,0,82800
3.4286,-119.02,35.34,34,2861,510.0,1375,486,0,1,0,0,0,71400
2.1553,-119.02,35.33,26,3691,826.0,2072,827,0,1,0,0,0,84700
2.7083,-119.03,35.33,21,3057,698.0,1627,680,0,1,0,0,0,84700
3.0486,-119.03,35.34,34,2221,436.0,1131,408,0,1,0,0,0,68500
1.5625,-119.01,35.34,36,973,219.0,613,187,0,1,0,0,0,46700
1.5429,-119.01,35.33,42,1120,255.0,677,213,0,1,0,0,0,39400
1.9417,-119.0,35.33,35,991,221.0,620,207,0,1,0,0,0,53800
2.4234,-119.01,35.33,32,3068,628.0,1897,607,0,1,0,0,0,63700
2.75,-119.02,35.33,35,2053,412.0,1193,387,0,1,0,0,0,65800
1.5357,-119.02,35.34,35,1650,390.0,1145,343,0,1,0,0,0,56500
1.6575,-118.99,35.32,35,1576,405.0,870,282,0,1,0,0,0,59500
2.9402,-118.99,35.3,33,2248,434.0,1461,405,0,1,0,0,0,56200
1.6522,-119.0,35.31,37,1337,275.0,767,273,0,1,0,0,0,53300
3.6852,-119.09,35.3,3,2821,519.0,1353,495,0,1,0,0,0,109800
1.2,-119.04,35.32,20,37,11.0,34,8,0,1,0,0,0,50000
3.4827,-119.05,35.32,11,7035,1455.0,3525,1387,0,1,0,0,0,93600
4.1957,-119.04,35.31,11,2161,371.0,1267,388,0,1,0,0,0,92700
2.5575,-119.03,35.32,12,2721,549.0,1294,523,0,1,0,0,0,100200
3.3529,-119.02,35.32,14,2927,588.0,1821,561,0,1,0,0,0,82600
4.0631,-119.05,35.3,9,10822,1994.0,6241,1906,0,1,0,0,0,88200
4.1484,-119.03,35.3,10,829,146.0,447,173,0,1,0,0,0,102900
3.6369,-119.02,35.3,10,7397,1369.0,4611,1310,0,1,0,0,0,81600
2.596,-119.01,35.32,23,4870,965.0,2717,928,0,1,0,0,0,70000
2.1006,-119.01,35.31,19,7092,1517.0,4101,1436,0,1,0,0,0,74800
3.9054,-119.01,35.3,7,8596,1597.0,4893,1520,0,1,0,0,0,80900
2.5804,-119.07,35.27,25,3081,635.0,1830,591,0,1,0,0,0,97900
5.1457,-119.13,35.22,5,6268,1003.0,3269,980,0,1,0,0,0,118200
3.125,-119.01,35.24,6,80,16.0,66,21,0,1,0,0,0,65000
2.7659,-119.01,35.28,10,7011,1453.0,4163,1307,0,1,0,0,0,77500
